Date,Adj Close,Close,High,Low,Open,Volume
2016-07-25,44.34999847412109,44.34999847412109,46.650001525878906,42.0,42.25,1055043
2016-07-26,43.75,43.75,45.29999923706055,43.0,45.0,1572790
2016-07-27,42.900001525878906,42.900001525878906,44.75,42.09999847412109,44.45000076293945,660221
2016-07-28,43.0,43.0,44.95000076293945,42.5,43.70000076293945,1298970
2016-07-29,42.79999923706055,42.79999923706055,43.5,41.75,43.5,1004763
2016-08-01,42.25,42.25,44.0,41.70000076293945,43.45000076293945,2531034
2016-08-02,41.95000076293945,41.95000076293945,42.150001525878906,41.650001525878906,42.0,754574
2016-08-03,41.95000076293945,41.95000076293945,42.900001525878906,40.5,41.70000076293945,467064
2016-08-04,41.25,41.25,42.0,40.59999847412109,41.95000076293945,447395
2016-08-05,40.84999847412109,40.84999847412109,41.25,40.59999847412109,41.25,2383505
2016-08-08,40.70000076293945,40.70000076293945,40.95000076293945,40.0,40.70000076293945,1958316
2016-08-09,41.900001525878906,41.900001525878906,43.70000076293945,41.0,41.84999847412109,1025729
2016-08-10,40.5,40.5,42.29999923706055,40.0,42.0,228928
2016-08-11,40.45000076293945,40.45000076293945,40.84999847412109,39.04999923706055,40.84999847412109,1140536
2016-08-12,41.25,41.25,42.0,39.150001525878906,41.95000076293945,1631133
2016-08-16,40.04999923706055,40.04999923706055,40.29999923706055,39.54999923706055,40.04999923706055,1889912
2016-08-17,40.150001525878906,40.150001525878906,42.70000076293945,39.04999923706055,41.45000076293945,517276
2016-08-18,40.34999847412109,40.34999847412109,41.5,39.70000076293945,40.25,998986
2016-08-19,40.0,40.0,40.34999847412109,39.400001525878906,40.34999847412109,388197
2016-08-22,39.900001525878906,39.900001525878906,41.45000076293945,39.59999847412109,40.0,1844130
2016-08-23,40.20000076293945,40.20000076293945,40.25,39.5,39.75,1419661
2016-08-24,39.79999923706055,39.79999923706055,40.900001525878906,39.54999923706055,40.900001525878906,893549
2016-08-25,39.84999847412109,39.84999847412109,41.20000076293945,39.5,41.20000076293945,1295187
2016-08-26,39.75,39.75,40.0,39.400001525878906,40.0,1148950
2016-08-29,39.75,39.75,40.09999847412109,39.0,39.84999847412109,916443
2016-08-30,39.79999923706055,39.79999923706055,40.04999923706055,39.25,39.75,488191
2016-08-31,39.84999847412109,39.84999847412109,40.45000076293945,39.34999847412109,39.75,2329535
2016-09-01,40.0,40.0,40.5,39.79999923706055,40.0,630762
2016-09-02,39.95000076293945,39.95000076293945,40.75,39.54999923706055,40.0,593797
2016-09-06,41.95000076293945,41.95000076293945,43.0,40.20000076293945,40.20000076293945,1424225
2016-09-07,41.70000076293945,41.70000076293945,42.0,40.09999847412109,42.0,313635
2016-09-08,40.20000076293945,40.20000076293945,40.900001525878906,39.75,39.75,746834
2016-09-09,40.400001525878906,40.400001525878906,40.95000076293945,39.95000076293945,40.25,1692633
2016-09-12,40.34999847412109,40.34999847412109,41.29999923706055,39.75,40.25,1347173
2016-09-14,39.650001525878906,39.650001525878906,40.25,39.400001525878906,40.0,896318
2016-09-15,39.59999847412109,39.59999847412109,39.900001525878906,39.09999847412109,39.70000076293945,122784
2016-09-16,39.400001525878906,39.400001525878906,39.900001525878906,38.59999847412109,39.20000076293945,365580
2016-09-19,39.45000076293945,39.45000076293945,41.5,38.59999847412109,39.900001525878906,1279284
2016-09-20,39.04999923706055,39.04999923706055,39.650001525878906,37.5,39.650001525878906,1491581
2016-09-21,39.20000076293945,39.20000076293945,39.900001525878906,38.400001525878906,39.5,199946
2016-09-22,39.150001525878906,39.150001525878906,39.900001525878906,38.5,39.45000076293945,713749
2016-09-23,38.95000076293945,38.95000076293945,39.5,38.04999923706055,39.29999923706055,1087289
2016-09-26,39.400001525878906,39.400001525878906,39.5,38.25,38.70000076293945,505971
2016-09-27,39.0,39.0,39.09999847412109,38.29999923706055,38.79999923706055,865997
2016-09-28,38.09999847412109,38.09999847412109,39.09999847412109,37.09999847412109,38.95000076293945,1691635
2016-09-29,32.25,32.25,38.5,30.5,38.04999923706055,1337260
