Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,672.2161254882812,690.1383056640625,698.1387329101562,688.2639770507812,693.978515625,14004468
2020-01-02,683.6602172851562,701.8875122070312,704.4705200195312,691.2355346679688,691.2355346679688,17710316
2020-01-03,684.4840698242188,702.7332763671875,704.79052734375,696.2643432617188,700.8359985351562,20984698
2020-01-06,668.609375,686.435302734375,698.5044555664062,684.835205078125,694.8928833007812,24519177
2020-01-07,678.8956909179688,696.995849609375,701.5217895507812,691.9212646484375,694.4356689453125,16683622
2020-01-08,673.7970581054688,691.7612915039062,701.4989013671875,690.3212280273438,692.6070556640625,16047902
2020-01-09,689.3154907226562,707.6935424804688,708.6078491210938,700.0360107421875,703.3961791992188,14982742
2020-01-10,689.15966796875,707.5335083007812,712.2423095703125,703.8761596679688,709.4764404296875,12478359
2020-01-13,687.400634765625,705.7277221679688,712.585205078125,703.3047485351562,706.3449096679688,18282382
2020-01-14,681.0330200195312,699.1902465820312,708.6078491210938,695.7386474609375,704.0361938476562,15816535
2020-01-15,678.5615844726562,696.6529541015625,703.990478515625,694.0928344726562,702.1389770507812,15817859
2020-01-16,684.8179321289062,703.0761108398438,705.5676879882812,698.5501708984375,699.0073852539062,12847975
2020-01-17,704.0101928710938,722.780029296875,724.5858154296875,710.07080078125,710.2079467773438,29463471
2020-01-20,682.3466796875,700.5388793945312,735.5806884765625,697.8187255859375,735.5806884765625,32545850
2020-01-21,683.036865234375,701.2474975585938,706.7106323242188,695.8071899414062,698.8245239257812,18922720
2020-01-22,682.7919311523438,700.9960327148438,707.1220703125,699.9674072265625,705.8648681640625,10322817
2020-01-23,679.8975830078125,698.0244750976562,704.9276733398438,695.212890625,702.4360961914062,11247739
2020-01-24,677.5375366210938,695.6015014648438,702.3675537109375,694.22998046875,698.093017578125,14628445
2020-01-27,670.8580932617188,688.7439575195312,696.92724609375,688.0353393554688,692.5613403320312,13387750
2020-01-28,655.3617553710938,672.8345947265625,690.3212280273438,669.1087036132812,689.68115234375,24532236
2020-01-29,658.9686889648438,676.5376586914062,683.1893920898438,669.3143920898438,673.8860473632812,24746565
2020-01-30,642.8935546875,660.033935546875,676.4690551757812,658.319580078125,676.1490478515625,22402689
2020-01-31,628.5996704101562,645.35888671875,664.3770141601562,643.3245239257812,664.2626953125,34750310
2020-02-03,616.9552001953125,633.4039916992188,640.0100708007812,623.140625,626.272216796875,30712290
2020-02-04,635.1677856445312,652.1021118164062,654.8908081054688,639.0271606445312,640.0328979492188,25383901
2020-02-05,645.0087280273438,662.2054443359375,664.1712646484375,653.8850708007812,655.9879760742188,18472100
2020-02-06,649.14990234375,666.4570922851562,670.6630249023438,658.3652954101562,664.765625,15538577
2020-02-07,638.3961181640625,655.4165649414062,663.965576171875,652.970703125,663.348388671875,12209212
2020-02-10,639.264404296875,656.3080444335938,660.833984375,644.810302734375,652.8335571289062,15142476
2020-02-11,646.9011840820312,664.1484375,670.2973022460938,660.6282348632812,661.7025756835938,13999816
2020-02-12,654.7161865234375,672.1716918945312,674.2518310546875,665.1770629882812,665.7028198242188,13533565
2020-02-13,656.430419921875,673.9317626953125,675.5775756835938,668.6514892578125,675.5775756835938,13565659
2020-02-14,662.4197387695312,680.0806884765625,686.4124145507812,664.3084106445312,675.3489990234375,21227841
2020-02-17,658.2561645507812,675.80615234375,688.5610961914062,674.0003662109375,680.720703125,13149130
2020-02-18,653.4247436523438,670.8458862304688,674.7318115234375,666.2742309570312,674.7318115234375,11127161
2020-02-19,669.6333618164062,687.4867553710938,688.6982421875,674.3660888671875,676.3090209960938,14084409
2020-02-20,661.6849365234375,679.3263549804688,689.4068603515625,678.3434448242188,684.3780517578125,16892268
2020-02-24,643.4279174804688,660.58251953125,675.2346801757812,658.1138305664062,671.9202270507812,21370214
2020-02-25,630.7147827148438,647.5304565429688,663.53125,644.6045532226562,663.53125,27745062
2020-02-26,619.849609375,636.3755493164062,645.6788940429688,634.249755859375,644.6045532226562,29362748
2020-02-27,617.2891845703125,633.7468872070312,637.198486328125,625.8607177734375,634.546875,25054993
2020-02-28,591.6401977539062,607.4140625,620.374755859375,605.7454223632812,619.4146728515625,39315769
2020-03-02,586.073974609375,601.6995239257812,625.8607177734375,594.8191528320312,619.506103515625,29500495
2020-03-03,597.9634399414062,613.9058227539062,618.95751953125,604.3739013671875,607.8941040039062,27398798
2020-03-04,596.5607299804688,612.4657592773438,618.9118041992188,597.9278564453125,618.0889282226562,22105261
2020-03-05,583.8475952148438,599.4136962890625,620.80908203125,597.0592651367188,618.1803588867188,30510390
2020-03-06,565.968994140625,581.0584106445312,588.8988647460938,567.38916015625,580.6012573242188,33734039
2020-03-09,496.1245422363281,509.3518981933594,567.3434448242188,500.59716796875,566.9091186523438,88187018
2020-03-11,513.6692504882812,527.3642578125,538.7476806640625,506.5403137207031,506.5403137207031,59578576
2020-03-12,473.3477783203125,485.96783447265625,503.3401489257813,479.4303588867188,496.0255126953125,55970485
2020-03-13,492.1836853027344,505.3059692382813,521.1696166992188,430.8335876464844,456.25201416015625,73297403
2020-03-16,452.2853393554688,464.3438720703125,493.6025085449219,459.4521789550781,484.8477783203125,38482258
2020-03-17,448.8566284179688,460.8236999511719,484.5963439941406,458.6293029785156,478.7674560546875,45445979
2020-03-18,431.2674560546875,442.765625,473.5786437988281,439.3368835449219,468.732666015625,44730415
2020-03-19,408.6465759277344,419.5415649414063,442.0798645019531,407.8838195800781,420.6387634277344,61404010
2020-03-20,453.2872619628906,465.37249755859375,473.1214599609375,425.1647033691406,429.5077819824219,63360475
2020-03-23,393.6623840332031,404.1579284667969,434.30804443359375,400.3177185058594,418.8558044433594,40670949
2020-03-24,420.0906066894531,431.2907409667969,443.4513549804688,409.5296325683594,425.1647033691406,45734887
2020-03-25,481.919677734375,494.7682800292969,526.4498901367188,440.3655090332031,440.616943359375,73130298
2020-03-26,474.772705078125,487.4307556152344,510.6091003417969,476.52734375,500.962890625,45744488
2020-03-27,474.5055541992188,487.1564636230469,506.2203063964844,478.2874450683594,500.59716796875,41657940
2020-03-30,458.8533935546875,471.0870666503906,491.3623962402344,466.3096923828125,475.7273254394531,30229866
2020-03-31,495.9464721679688,509.1690368652344,516.5065307617188,479.1103515625,490.9738159179688,44292810
2020-04-01,481.1181945800781,493.9454040527344,514.1292724609375,477.8302917480469,513.054931640625,41597459
2020-04-03,479.7823181152344,492.5738830566406,518.6323852539062,482.9048156738281,518.6323852539062,41367807
2020-04-07,537.0693359375,551.3883666992188,554.9999389648438,502.8829956054688,503.8430480957031,54373624
2020-04-08,530.8574829101562,545.0108642578125,561.8574829101562,530.31298828125,539.456298828125,49880330
2020-04-09,543.2366333007812,557.7200927734375,563.5946655273438,545.3994750976562,554.9999389648438,33032857
2020-04-13,529.5216064453125,543.639404296875,555.4571533203125,539.456298828125,550.4054565429688,23673784
2020-04-15,512.0215454101562,525.6727294921875,565.0576171875,522.5411376953125,547.2509765625,35321842
2020-04-16,520.1259765625,533.9931640625,542.8621826171875,523.4555053710938,525.6727294921875,37455706
2020-04-17,545.0401000976562,559.5715942382812,562.3146362304688,545.2394409179688,555.914306640625,33269335
2020-04-20,553.85693359375,568.62353515625,574.6580810546875,549.5139770507812,560.4859619140625,36030932
2020-04-21,550.9847412109375,565.6748046875,572.3722534179688,532.1416625976562,553.1712646484375,61371628
2020-04-22,607.2032470703125,623.3920288085938,633.1296997070312,594.3162841796875,603.4595947265625,142683366
2020-04-23,610.453857421875,626.7293701171875,633.5640258789062,618.6832275390625,625.1064453125,65464502
2020-04-24,630.98193359375,647.8047485351562,683.4408569335938,615.89453125,617.2431640625,134986308
2020-04-27,636.659423828125,653.6336059570312,674.3203735351562,650.5477294921875,655.5765380859375,58482901
2020-04-28,635.947021484375,652.9021606445312,665.3827514648438,636.4441528320312,662.8912353515625,78453401
2020-04-29,635.4127197265625,652.353515625,664.5598754882812,649.1762084960938,660.5596923828125,37494672
2020-04-30,652.8013305664062,670.2058715820312,683.4408569335938,657.4281005859375,664.697021484375,71345899
2020-05-04,639.0863037109375,656.1251831054688,669.7487182617188,648.0104370117188,658.319580078125,53456868
2020-05-05,650.4190063476562,667.760009765625,676.1490478515625,661.6111450195312,664.582763671875,44903763
2020-05-06,650.4635620117188,667.8057861328125,678.8692016601562,660.833984375,669.2915649414062,40489094
2020-05-07,671.0360717773438,688.9268188476562,691.9898681640625,660.6054077148438,665.1770629882812,50026966
2020-05-08,695.4605712890625,714.00244140625,722.277099609375,702.7103881835938,706.322021484375,84262770
2020-05-11,702.1399536132812,720.8599243164062,738.3236694335938,718.8026733398438,722.3228149414062,67085063
2020-05-12,658.7014770507812,676.2633056640625,716.9968872070312,669.7487182617188,715.3739013671875,100683202
